documento,nombre,grupo,profesor
370842,Jaime Zayas Macías,7A,Profe Juan
911928,Esparta Marcela Lozano Almonte,7B,Profe Ana
639298,Frida Ferrer,6B,Profe Laura
380766,Serafín Villa Zarate,7C,Profe Ana
446008,Ing. Rosalia Caldera,7B,Profe Laura
380275,Marco Antonio Marisol Gaona Tovar,7A,Profe Juan
678991,Cecilia Rivero,7B,Profe Ana
394808,Salvador Indira Arroyo,7C,Profe Carlos
249905,Eric Sergio Salgado,6C,Profe Carlos
374451,Sr(a). Miguel Enríquez,6A,Profe Juan
227992,Cristian Rosario Ferrer Soliz,7B,Profe Ana
430980,Pablo Balderas Montes,6B,Profe Carlos
327524,Alfonso Correa Cintrón,7B,Profe Juan
919105,Dulce María Gallegos,6A,Profe Carlos
114404,Raquel Alejandro Esquivel,7B,Profe Carlos
825909,Andrés Benjamín Gamez,7A,Profe Carlos
194617,Wendolin Olivas Cruz,7B,Profe Juan
470369,Mario Espartaco Carrera,6B,Profe Laura
287477,Mtro. Wendolin Laureano,7A,Profe Laura
771404,Eric Micaela Matos,7C,Profe Juan
226028,Gonzalo Bianca Sarabia Montañez,6C,Profe Ana
317188,Ilse Angulo Loya,6C,Profe Carlos
968880,Jorge Diana Rojo,6A,Profe Juan
123553,Dr. Leonel Preciado,7C,Profe Juan
652114,Emilia Guerrero,6A,Profe Ana
173527,Óliver Cecilia Cisneros Garay,7B,Profe Carlos
641946,Dalia Menéndez Santillán,6B,Profe Carlos
298996,Alma Villarreal,7A,Profe Ana
788764,Mónica Lucio Velasco,6A,Profe Laura
811822,Silvano Guillermo de León Valencia,6B,Profe Ana
856453,Bianca Dalia Montemayor,6A,Profe Ana
588114,Marisol Orta Salcido,7B,Profe Juan
657737,Benito Clemente Zapata Corral,7B,Profe Juan
214805,Lic. Natalia Sevilla,6A,Profe Carlos
463545,Rafaél Pascual de la Fuente,7B,Profe Laura
371737,Israel Feliciano,6C,Profe Juan
164446,Nicolás Ana Luisa Porras,7B,Profe Carlos
363489,Francisco Roberto Longoria,6B,Profe Laura
528094,Jos Bernardo Franco,6C,Profe Carlos
724273,Jorge Acevedo,7B,Profe Ana
717696,Bianca Cordero,6C,Profe Juan
217806,Jaime Valladares,6B,Profe Carlos
120311,Humberto Alemán,7B,Profe Juan
187959,Alberto Nevárez,6B,Profe Laura
198014,Ing. Esmeralda de la Torre,6C,Profe Carlos
183962,Sr(a). Marisol Juárez,6B,Profe Ana
418301,Rocío Vergara Quiñones,7B,Profe Juan
608138,Diana Arturo Trujillo Moya,7A,Profe Carlos
663561,Manuel Calderón Vega,7B,Profe Carlos
555820,Pedro Israel Barrientos,6A,Profe Laura
408943,Joaquín Luna Guillen,7C,Profe Carlos
511610,Mtro. Gregorio Escobedo,7B,Profe Ana
901332,Andrea Coronado,7B,Profe Laura
456157,Pablo Jaime,6C,Profe Juan
632906,Lic. Helena Posada,7B,Profe Ana
556015,Beatriz Dolores Raya,7A,Profe Carlos
146360,Conchita Dalia Mateo,7C,Profe Carlos
784859,Helena Mauro Arredondo,7A,Profe Juan
742494,Mario Trejo Paz,7B,Profe Laura
822233,Juan Carlos Emilio Borrego Gómez,7A,Profe Carlos
340175,Lorenzo Agustín Pulido,7A,Profe Laura
652085,Lic. Luis Manuel Vergara,7A,Profe Juan
634156,Tomás Israel Quiñónez de Anda,6B,Profe Ana
757459,José Luis Ocasio,6B,Profe Ana
124347,Micaela Ramón Ocampo,6B,Profe Carlos
434873,Isabela Duarte Sanches,7B,Profe Juan
140452,Ing. Homero Luna,7B,Profe Laura
227308,Elvira Bustos Casas,6A,Profe Carlos
487798,Isabel Reina Rivero,7A,Profe Carlos
979899,Dr. Santiago Terán,6A,Profe Carlos
871095,Dr. Federico Cisneros,7B,Profe Juan
875479,Jorge Luis Enríquez,7A,Profe Juan
274651,Rebeca Leonardo Roque Rosario,6B,Profe Carlos
372380,Miriam Archuleta,6A,Profe Ana
475710,Sr(a). Aurora Alcántar,6A,Profe Ana
637416,Wilfrido Tafoya,7A,Profe Carlos
300744,Sr(a). Gabriel Tapia,7A,Profe Carlos
799143,José Garay,7B,Profe Juan
740545,Mariana Adame,6B,Profe Carlos
953059,Reina Zelaya Meraz,7A,Profe Juan
296998,Mtro. Olivia Solís,7B,Profe Carlos
539682,Rubén Eugenio Guardado,6B,Profe Ana
321191,Agustín Aguayo,7B,Profe Ana
856580,Cristian Miguel Franco,6B,Profe Juan
667396,Jaime Vanesa Ponce,7A,Profe Ana
722641,Susana Jacinto Meléndez,6B,Profe Ana
964304,Amador Sevilla Rubio,6C,Profe Laura
593246,Ana Socorro Méndez Castillo,7B,Profe Ana
481462,Amador Narváez Reyes,6C,Profe Laura
104678,Lic. Maximiliano Carrillo,7A,Profe Laura
910398,Raquel Cristal Ríos,7B,Profe Laura
865492,Esparta Graciela Aguilera Alvarado,6A,Profe Ana
876028,Mtro. Elena Núñez,7C,Profe Ana
410923,Graciela Cantú,6A,Profe Laura
938299,Ing. Claudia Olivárez,7C,Profe Juan
465126,Joaquín Jonás Valenzuela,6A,Profe Carlos
889481,Ing. Homero Aguayo,6B,Profe Ana
676787,Sr(a). Karina Mata,6A,Profe Laura
695772,Elisa Reyes,6C,Profe Juan
122774,Augusto Gerardo Corona,7B,Profe Ana
954620,Dr. Aurora Leal,7C,Profe Carlos
678542,Dr. Georgina Serrano,6B,Profe Ana
982788,Josefina Espartaco Caldera Posada,6B,Profe Carlos
385583,Gabriel Bruno Madera,6A,Profe Ana
516703,Dr. Raquel Arreola,6B,Profe Juan
477598,Santiago Razo Ortega,7A,Profe Ana
314559,Sergio Marisela Oquendo,6B,Profe Juan
885292,Lilia Guadalupe Saucedo,6B,Profe Juan
505490,Ruby Orellana Guevara,6A,Profe Carlos
406477,Mónica Noelia Valles,7A,Profe Juan
625701,Dr. Beatriz Huerta,7C,Profe Carlos
945330,Arcelia Montaño,6B,Profe Carlos
914449,Lic. Elisa Guerra,6B,Profe Carlos
349200,Sr(a). Abril Hernandes,6A,Profe Laura
598804,Eugenia Clara Concepción,7A,Profe Ana
845826,Irma Rubén Godínez,6A,Profe Laura
915673,Margarita Miriam Urbina Borrego,7B,Profe Ana
362895,Esperanza Cortez Ybarra,7B,Profe Laura
964605,Carolina Carolina Zedillo,6C,Profe Ana
122915,Dr. Martha Navarro,6B,Profe Laura
742433,Trinidad Trujillo,7B,Profe Laura
361287,Clara José Carlos Mojica Ochoa,7C,Profe Ana
326715,Mayte Lourdes Salcido,7B,Profe Laura
775436,Rosa Leticia Rodarte,6A,Profe Laura
895512,Magdalena Óscar Lucero,6A,Profe Juan
498003,Uriel Sara Cardona Sánchez,7B,Profe Ana
717911,Delia José Manuél Dávila Ochoa,7C,Profe Laura
502980,Concepción Oswaldo Ballesteros Verduzco,7B,Profe Laura
669326,Benito Ángela Espinosa,6C,Profe Laura
449041,Dr. Flavio Olivas,6A,Profe Ana
792001,Sofía Indira Méndez Zaragoza,6A,Profe Juan
457833,César Adela Cuellar Mejía,6A,Profe Juan
507687,Silvano Romero Arriaga,7C,Profe Ana
757655,Caridad Tamez Rascón,7A,Profe Ana
237945,Javier Cruz,6C,Profe Carlos
194226,Jos Serrato,6B,Profe Laura
324496,Celia Ángela Villalobos Calvillo,7B,Profe Carlos
434938,Mayte Armas Vergara,6B,Profe Carlos
141997,Dr. Carlota Padilla,6C,Profe Ana
149793,Roberto Arturo Velásquez,6A,Profe Juan
410485,Felix Estrada Rivera,6C,Profe Carlos
635155,Jonás Judith Armenta,7A,Profe Laura
433895,Francisco Amador Suárez Aguayo,7A,Profe Ana
182823,Francisca Santiago Soto de la Garza,6B,Profe Carlos
803701,Dr. Elvira Valenzuela,7C,Profe Juan
848250,Adalberto Valladares Uribe,7B,Profe Ana
961188,Irma Benítez,6B,Profe Ana
174849,Catalina Omar Gurule,7C,Profe Laura
238912,Carmen Rolón,7A,Profe Carlos
465477,Ing. Lucía Ramón,6C,Profe Carlos
596314,Lic. Esmeralda Bravo,6B,Profe Juan
196545,Alfonso Ordóñez,7A,Profe Laura
823815,Isabel Carla Muñiz Ávalos,6C,Profe Juan
755035,Óliver Wendolin Carrero,6C,Profe Juan
930614,Javier Isabel Díaz Montoya,7C,Profe Carlos
793460,Sr(a). Elisa Carreón,7B,Profe Laura
647246,Lic. Itzel Cruz,6B,Profe Juan
322878,Lic. Bianca Granado,6B,Profe Carlos
951768,Rosario Alta  Gracia Cazares Santacruz,6B,Profe Carlos
982070,Aurelio José Carlos Cabán Arguello,6A,Profe Juan
811751,Eloy Delia Mireles Blanco,7A,Profe Juan
294643,Clemente María Cristina Córdova,6B,Profe Carlos
892179,Citlali Abigail León Aguirre,7B,Profe Juan
296763,Espartaco Hernández,7A,Profe Ana
372469,José Emilio Silvano Beltrán Cepeda,6B,Profe Juan
466388,Abigail Norma Leyva Jaimes,7A,Profe Laura
441572,Cecilia Rubio Olvera,6B,Profe Laura
420346,Ramón Mayorga,7C,Profe Ana
379726,Emiliano Concepción Sandoval,7C,Profe Carlos
471440,Dr. Porfirio Lebrón,6B,Profe Laura
924478,Zacarías Cuellar Correa,7C,Profe Laura
114554,Clemente Ana Partida Burgos,6B,Profe Carlos
136559,Esther Rodarte,7C,Profe Carlos
692900,Gerardo Barrera Murillo,7C,Profe Laura
130030,Lorenzo Rafaél Adame Orta,7B,Profe Juan
722416,Aida Helena Rosales,6A,Profe Ana
575974,César Aragón,6B,Profe Ana
272688,Georgina Valverde,6A,Profe Juan
118757,Julia Arturo Perales,7A,Profe Ana
401586,Abelardo Loera Sosa,6C,Profe Carlos
248284,Estela Sara Tirado Cuellar,6C,Profe Laura
217314,Abigail Antonio Carrera Medrano,7B,Profe Laura
944293,Adela Carranza,6C,Profe Ana
470213,Francisco Javier Citlali Acuña Villarreal,7A,Profe Ana
399621,Reina Gil Loya,6A,Profe Ana
687682,Wilfrido López Cardona,6B,Profe Juan
269891,Amalia Sevilla Treviño,7C,Profe Ana
592830,Gonzalo Sáenz,7B,Profe Carlos
501495,Paola Rodríguez Olivera,7A,Profe Ana
557085,Dr. Noelia Madera,6C,Profe Ana
782915,Ivonne Colunga Rubio,7B,Profe Laura
683399,Miguel René Rosado,7A,Profe Ana
168017,Lorenzo Josefina Longoria,6B,Profe Carlos
257409,Emilia de Jesús Terán,7C,Profe Juan
986749,Sr(a). Mitzy Mena,6A,Profe Carlos
465038,Lic. Miguel Partida,6C,Profe Carlos
669523,Sr(a). Ariadna Naranjo,6A,Profe Laura
374617,Ing. Hermelinda Carrero,7C,Profe Laura
513483,Dr. Nayeli González,7B,Profe Juan
146819,Victoria Antonia Roque Gamboa,6C,Profe Carlos
839548,Claudia Chacón Villagómez,7B,Profe Ana
976552,Nelly Genaro Nájera Montaño,7C,Profe Carlos
941023,Marcela Zavala,7A,Profe Juan
393072,Linda Ferrer Carrión,6A,Profe Juan
688975,Zoé Maestas Quesada,7C,Profe Juan
192361,Dr. Bernabé Sotelo,7B,Profe Laura
569669,Alvaro Amanda Gallegos Saiz,7C,Profe Carlos
133402,Alma Ana Guevara Tovar,7C,Profe Ana
633515,Sr(a). Eloisa Cardona,7C,Profe Laura
729309,Sr(a). Cristina Ontiveros,6A,Profe Juan
844270,Paola Trinidad Nieto,7C,Profe Carlos
394142,Dr. Eloy Ramón,6B,Profe Juan
703148,Úrsula Antonio Tórrez Terrazas,7B,Profe Laura
720684,Carolina Nayeli Segovia,7C,Profe Juan
607840,Omar Barrios Serrato,6C,Profe Juan
233046,Lic. Liliana Rodarte,6A,Profe Ana
449066,Ing. Angélica Ruelas,6A,Profe Laura
297624,René Pizarro Samaniego,6C,Profe Carlos
466453,Abraham Guajardo,6C,Profe Carlos
897359,Salma Carrero Cardona,6C,Profe Carlos
589933,Sessa Blanca González Casárez,7B,Profe Ana
478521,Beatriz Elisa Arredondo Díaz,6C,Profe Juan
169654,Ana María Corrales,7A,Profe Laura
155028,Dr. Héctor Serna,6C,Profe Juan
300352,Jesús Bianca Ureña Sánchez,7A,Profe Juan
397885,Gabriela Soliz,6A,Profe Carlos
835077,Marcos Iván Bernal,6C,Profe Ana
282001,Delia Osorio Garay,6B,Profe Carlos
337067,José María Salcedo Ochoa,6B,Profe Carlos
644163,Lic. Octavio Mejía,7A,Profe Juan
618382,Gilberto Mora,7B,Profe Juan
829585,Julio Andrea Fuentes Alvarez,6B,Profe Juan
607459,Ing. Rebeca Aranda,6A,Profe Laura
228447,Andrés Jacobo Quintero Nieto,7B,Profe Carlos
648076,Natividad Andrea Molina,7A,Profe Juan
844581,Mtro. Rosa Roybal,6A,Profe Juan
820547,Catalina Madera,6C,Profe Laura
181996,Leonardo Muro,7C,Profe Ana
193098,Silvia Montaño Alvarez,7A,Profe Laura
875716,Serafín Citlali Villagómez,6C,Profe Carlos
652752,Dr. Pascual Varela,7A,Profe Carlos
607437,Sr(a). Miriam Peralta,6C,Profe Juan
810111,Marisol Federico Carreón Espino,6A,Profe Juan
801964,Jaqueline Suárez,7A,Profe Juan
407500,Nancy Débora Caldera Collazo,6A,Profe Carlos
234902,María Luisa Georgina Pedroza,6A,Profe Juan
130692,Dulce María Raquel Solorio Rojo,6B,Profe Carlos
602439,Enrique Montemayor,6C,Profe Carlos
117195,Gerónimo Cortés Echeverría,7C,Profe Juan
230083,Mónica Porras,6A,Profe Juan
189530,Samuel Valverde,6C,Profe Carlos
146210,Óscar Chavarría Caballero,7C,Profe Ana
164759,Miguel Ángel Olivares Casillas,7B,Profe Ana
785810,Alfonso Ordóñez Vargas,7C,Profe Laura
523562,Amador Alcántar,6C,Profe Carlos
126730,Iván Granado,6A,Profe Ana
353721,Alonso Lucio,6C,Profe Laura
331714,Óscar Jorge Ruiz Cintrón,6B,Profe Juan
636617,Pablo Bernardo Arredondo Gallardo,7C,Profe Laura
413106,Lic. Patricia Briseño,6B,Profe Carlos
402884,Hilda Óliver Herrera,7B,Profe Ana
711141,David Gabriel Gil Madera,7A,Profe Juan
749864,Gabriela Muro Quintanilla,7A,Profe Carlos
343219,Sr(a). Vicente Aponte,7C,Profe Carlos
879288,Eloisa Saucedo,6B,Profe Ana
627959,Dr. Carlota Zavala,7C,Profe Ana
507978,Cornelio Raquel Orta Lira,7B,Profe Juan
599002,Lourdes Arteaga,7C,Profe Juan
711843,Aurelio Teodoro Berríos Jaimes,7C,Profe Laura
440003,Dulce Carrión,7B,Profe Carlos
557559,Nancy Iván Salcedo,7B,Profe Ana
310132,Cecilia Miranda,6A,Profe Ana
282987,Nancy Borrego Blanco,7A,Profe Carlos
145221,Amelia Margarita Negrón,6C,Profe Ana
297305,Abraham Sanches Porras,7A,Profe Carlos
489649,Adela Peña,6C,Profe Ana
720530,Lic. Minerva Armas,7C,Profe Ana
610926,Marisela Mariano Martínez Tello,7C,Profe Ana
384619,Mtro. Soledad Guerra,6A,Profe Juan
158725,Sr(a). Alta  Gracia Jiménez,6C,Profe Laura
257397,Juana Mesa,6B,Profe Carlos
365205,Enrique Adriana Roybal,7B,Profe Laura
614966,Samuel Wendolin Tovar Saiz,7C,Profe Laura
264520,Mauro Delgado Ramírez,6A,Profe Carlos
962759,Estela Bravo Muñiz,6B,Profe Ana
141851,Mitzy Aurelio Meraz,6C,Profe Ana
564923,Timoteo de la Fuente,6A,Profe Carlos
769716,Ernesto Moya,6B,Profe Carlos
786037,Diana Blanca Escalante Alarcón,7B,Profe Juan
583380,Raquel Muro Barraza,7A,Profe Juan
230506,Guadalupe Guadalupe Armenta Aguirre,7A,Profe Carlos
515402,Hugo Lourdes López Gamez,6B,Profe Laura
932202,Lic. Cristal Sanches,7C,Profe Laura
787761,Renato Girón Mercado,6B,Profe Carlos
180811,Luisa Victoria Ureña Hernádez,6B,Profe Juan
405234,María Eugenia Luisa Portillo Villareal,6C,Profe Carlos
699040,Bernabé Arellano Mojica,7C,Profe Carlos
948496,Alma Miranda,6A,Profe Laura
605606,Mtro. Miguel Véliz,6B,Profe Ana
879677,Mateo Sosa,7A,Profe Juan
582731,Jacobo Arturo Aranda,7B,Profe Carlos
255063,Yolanda Miguel Ángel Viera Hurtado,6C,Profe Laura
123865,Mtro. Teodoro Matías,7B,Profe Ana
694093,Felipe Modesto Aragón,6C,Profe Ana
805944,Dr. Olivia González,7A,Profe Laura
142029,Amelia Zoé Serrato Maya,7C,Profe Juan
356414,Laura Pabón,6B,Profe Laura
234642,Francisco Perla Vázquez,6A,Profe Ana
517385,Marcos Rolando Meraz,6C,Profe Carlos
319965,Ing. Helena Orozco,6B,Profe Laura
543129,Carmen Óscar Archuleta Bahena,6B,Profe Ana
773156,Eugenio Juan Zayas Armendáriz,7C,Profe Juan
793232,Carlos Contreras,6A,Profe Juan
316504,Ana María Alberto Olivera Saiz,6B,Profe Laura
558132,Paulina Razo,7B,Profe Juan
535726,Ángel Salcedo Miranda,6B,Profe Ana
655345,Débora Farías,7A,Profe Laura
992295,Mtro. Esteban Duarte,6C,Profe Ana
740384,Vicente Pascual Romero Castellanos,6A,Profe Juan
775326,Mtro. Leonel Ybarra,6B,Profe Carlos
318088,José Emilio Solorio,7C,Profe Ana
191268,Camila Mateo Morales,6B,Profe Laura
506304,Dr. Isaac Cadena,7B,Profe Ana
284297,Cristina Augusto Bravo,7A,Profe Carlos
258589,Genaro Minerva Gallardo Collado,7B,Profe Carlos
398666,Rodolfo Anguiano,6B,Profe Carlos
796249,Lic. Estefanía Cintrón,6C,Profe Laura
304079,Sr(a). Samuel Jimínez,6B,Profe Juan
734224,Adalberto Francisca Vásquez,7A,Profe Laura
292154,Victoria Omar Mondragón,6A,Profe Laura
527455,Serafín Esmeralda Malave,7B,Profe Juan
265367,Dr. Santiago Sáenz,6C,Profe Ana
543323,Sr(a). Javier Tejada,6C,Profe Ana
894160,Mtro. Karina Muro,7C,Profe Ana
876175,Ing. Bruno Palomino,6C,Profe Juan
716735,Ing. Eduardo Jurado,6C,Profe Carlos
346931,Mtro. Horacio Mascareñas,6B,Profe Juan
887292,Sr(a). Mariano de la Garza,6C,Profe Carlos
321137,Daniel Aragón Serrano,6C,Profe Laura
354276,Conchita Diana Olvera,7A,Profe Juan
969568,Isabela Ernesto Medrano Mota,7C,Profe Carlos
963380,Cristal Nelly Carrión Razo,7C,Profe Laura
713263,Lic. Alejandro Rosales,6B,Profe Juan
286640,Pablo Quesada Burgos,6B,Profe Juan
168896,Octavio Malave Valentín,6C,Profe Juan
200502,Anel Esquivel,7B,Profe Carlos
738950,Joaquín Avilés,6C,Profe Carlos
935660,Ignacio Karla Peralta Casas,6C,Profe Juan
462724,Laura Villalpando Abrego,6C,Profe Laura
996420,David Clemente Vázquez Nava,7A,Profe Juan
678996,Pablo Varela Mota,6C,Profe Carlos
331113,Ing. Cristobal Escobar,7B,Profe Laura
246446,Lorena Zaragoza Montez,6C,Profe Laura
821605,Zacarías Meza Gómez,6B,Profe Juan
839275,Cristal Naranjo Olvera,7C,Profe Ana
496995,Lic. Paola Echeverría,7B,Profe Ana
425683,Rosario Mascareñas Aguilar,6C,Profe Carlos
325346,Martín Saldaña,7A,Profe Juan
658803,Graciela Gonzalo Rodríguez,6B,Profe Ana
121778,Catalina Linares Cavazos,6A,Profe Juan
814078,Mauro Chacón Manzanares,6B,Profe Carlos
840792,Martín Amanda Velasco Tovar,7C,Profe Juan
441315,Mtro. Elvia Sotelo,6B,Profe Carlos
967150,Pascual Luna,6C,Profe Ana
688725,Dolores Martínez,6B,Profe Carlos
489199,Rubén Alfredo Matos Mireles,6B,Profe Juan
589324,Lorena Almonte Malave,7B,Profe Carlos
126548,Norma Mario Ávila Riojas,7C,Profe Juan
737454,Tania Linares Guerrero,7B,Profe Juan
766254,Cristal Mitzy González,6B,Profe Laura
477408,Raquel Antonio Valadez Rivero,7B,Profe Laura
154190,Lucas Ruiz Zaragoza,7B,Profe Laura
403733,Marisol Mejía,7A,Profe Juan
445578,José María Angélica Contreras Navarrete,6B,Profe Ana
470470,Georgina Sepúlveda de la Garza,7B,Profe Carlos
387505,Espartaco Peres Menéndez,7C,Profe Juan
951910,Dalia Ana Luisa Soto Cepeda,6A,Profe Laura
609781,Ana Rosado,6C,Profe Laura
865778,Amador Barrios Muro,6A,Profe Ana
715571,Sr(a). Leonor Urías,7A,Profe Ana
841470,Julia Solorio,7B,Profe Juan
839137,Andrés Abelardo Arevalo Montemayor,6C,Profe Carlos
350081,Santiago Genaro Madera Briones,6A,Profe Laura
525950,Ana Luisa Vega Henríquez,6C,Profe Juan
553888,Javier Orellana,6B,Profe Juan
277919,Sr(a). Yeni Rojas,7B,Profe Laura
435188,Sofía Linares Menchaca,7A,Profe Juan
407543,Lic. Vanesa Velásquez,6A,Profe Juan
562567,Dr. Catalina Sauceda,7A,Profe Juan
991461,José Manuél Hugo Alcala Vargas,6C,Profe Juan
940743,Esperanza Jos Vallejo Tejada,7C,Profe Laura
588513,Cecilia Marcos de la Garza Avilés,6A,Profe Laura
655746,Marcela Sandra Casanova Estévez,6B,Profe Ana
820295,Felix Rubén Saldaña,6C,Profe Juan
162963,Nayeli Rosalia Gonzales Hurtado,6C,Profe Ana
703800,Samuel Rocío Balderas,7A,Profe Laura
962161,Jonás Rufino Leyva,7C,Profe Carlos
772445,Elena Feliciano,7B,Profe Laura
447724,José Luis Isaac Palomo,6A,Profe Laura
423280,María José Durán Pichardo,6C,Profe Laura
282033,Jacinto Raúl Baca,6C,Profe Juan
407784,María José Garay Leal,7B,Profe Carlos
833118,Lic. Eloisa López,6B,Profe Carlos
385518,Elsa Armenta Morales,6B,Profe Laura
811819,Olga Téllez,7C,Profe Ana
890395,Miriam Josefina Vanegas Orosco,6C,Profe Juan
755697,Genaro Niño Serna,7A,Profe Ana
189963,Serafín René Barraza,6C,Profe Laura
779495,Vicente Cecilia Tirado Tijerina,7C,Profe Ana
619799,Mtro. Alberto Valdivia,7B,Profe Juan
541327,Eugenia Muro,6B,Profe Ana
422154,Lic. José Manuél Aguilera,6C,Profe Laura
649809,Amalia Camila Vera Perales,7B,Profe Ana
375289,Homero Zambrano,7C,Profe Laura
395452,Alta  Gracia Cynthia Puga Tejada,6C,Profe Laura
192989,Sr(a). Mercedes Quintanilla,7B,Profe Ana
817466,Renato Cintrón,6A,Profe Carlos
981491,Mario Gaitán Lovato,7A,Profe Juan
111496,Lic. Lorenzo Jaime,7B,Profe Carlos
937892,Jacinto Humberto Mireles,6B,Profe Laura
252605,Ilse Lucía Valles,7A,Profe Carlos
723997,María José Espinal,6B,Profe Carlos
916615,Jaime Baeza,6C,Profe Juan
621969,Ramiro Héctor Vélez,7B,Profe Laura
942497,Rocío Carmona Vega,6B,Profe Ana
636656,Juana Rivero Montalvo,6A,Profe Laura
576780,Dr. Yolanda Villarreal,6C,Profe Carlos
572907,Dr. Bernardo Luna,6A,Profe Ana
156841,Enrique Vigil Cedillo,7A,Profe Ana
417709,Ofelia Arias Burgos,6B,Profe Juan
507312,Aurora Rafaél Montalvo,6C,Profe Juan
720762,Zoé Renato Espino Meza,7A,Profe Laura
483835,Rebeca de León,7B,Profe Juan
699041,Esteban Josefina Henríquez Alarcón,6C,Profe Juan
912243,Evelio Alonso,6A,Profe Ana
447684,Esparta Benavides,7B,Profe Laura
266143,Mercedes Meraz Gallardo,7A,Profe Carlos
288514,Indira Barbara Godoy Prieto,7B,Profe Juan
814365,Sr(a). Araceli de León,7C,Profe Laura
572830,Ignacio Gregorio Alba,6A,Profe Juan
388256,Jorge Luis Marcos Ferrer,7A,Profe Ana
882770,Oswaldo Magdalena Carrera Zamudio,6B,Profe Carlos
317542,Olivia Anaya,6A,Profe Juan
894955,René Mojica,6A,Profe Ana
582896,Mtro. Violeta Lara,7B,Profe Laura
364402,Linda Pichardo,7B,Profe Juan
257818,Julio Téllez,6B,Profe Ana
506358,Dr. Ángela Montañez,6B,Profe Carlos
450970,Óliver Nicolás Gallegos Maya,7B,Profe Juan
263900,Martín Marcos Paredes Nieves,6C,Profe Carlos
274587,Jaime Partida Mena,6C,Profe Carlos
142737,Sr(a). Antonia Tamayo,7A,Profe Laura
552014,Marcela Emilia Longoria,6A,Profe Carlos
503665,Carlota Clara Puga Botello,6A,Profe Laura
833272,Esparta Ayala,6C,Profe Juan
307316,Ivonne Robles Loera,7C,Profe Juan
954873,Mtro. Adán Merino,7B,Profe Laura
507847,Alfredo Gutiérrez González,6A,Profe Carlos
426938,Héctor Dueñas Serna,7C,Profe Juan
451464,Mtro. Felipe Baeza,7A,Profe Laura
519061,Ilse Fernando Calvillo,7C,Profe Laura
881001,Mtro. Estefanía Sierra,6A,Profe Laura
474559,Aurelio Ríos,6A,Profe Ana
107537,Abril Mariana Olivares Pérez,6C,Profe Juan
533498,Barbara Jerónimo Candelaria,6A,Profe Carlos
246333,Julia Homero Trujillo,6B,Profe Juan
140445,Sr(a). Alejandro Garrido,7B,Profe Ana
314201,Sr(a). Marisol Jasso,6A,Profe Carlos
355407,Soledad Dulce María Montemayor de Anda,7A,Profe Juan
312087,Ana Isaac Meza,6A,Profe Carlos
524096,Graciela Macías Zamora,7C,Profe Ana
593186,Ofelia Benito Carranza,7A,Profe Carlos
690105,Leonor Jimínez,7C,Profe Juan
894192,René Cordero Fierro,7C,Profe Laura
369820,Socorro de la Crúz Mercado,7C,Profe Carlos
918045,Zacarías Armendáriz Irizarry,6B,Profe Laura
767961,Irene Garica Alcántar,6A,Profe Ana
451649,Irene María Corona Cintrón,6C,Profe Carlos
397439,Silvia Antonia Pichardo Duarte,6C,Profe Laura
486610,Felix Pacheco Rentería,6B,Profe Carlos
859133,Juan Carlos Gabriela Vanegas Piña,7B,Profe Laura
929329,Dolores Ignacio Casillas,6B,Profe Ana
365810,Mtro. Cecilia Lemus,6C,Profe Ana
397611,Clara Ofelia Tamez,6A,Profe Carlos
616713,Celia Nava,7B,Profe Carlos
500748,Minerva Gerónimo Reséndez Cardona,6A,Profe Laura
627016,Juan Carlos Rivero,7A,Profe Laura
858693,Tomás Asunción Estrada,7A,Profe Juan
915588,Mariano Segura Valladares,6C,Profe Ana
